test_id;test_param;test_param_value;test_time
1;TC;2;8
2;TC;4;11
3;TC;6;13
4;TC;8;18
5;TC;10;24
6;TC;12;24
7;TC;14;30
8;TC;16;33
9;TC;18;35
10;TC;20;39
11;TC;22;43
12;TC;24;50
13;TC;26;54
14;TC;28;58
15;TC;30;63
16;TC;32;63
17;TC;34;66
18;TC;36;69
19;TC;38;79
20;TC;40;84
21;TC;42;83
22;TC;44;85
23;TC;46;89
24;TC;48;96
25;TC;50;99
26;TC;52;108
27;TC;54;108
28;TC;56;114
29;TC;58;120
30;TC;60;120
31;TC;62;126
32;TC;64;130
33;TC;66;130
34;TC;68;130
35;TC;70;135
36;TC;72;142
37;TC;74;149
38;TC;76;155
39;TC;78;154
40;TC;80;165
41;TC;82;162
42;TC;84;169
43;TC;86;164
44;TC;88;186
45;TC;90;174
46;TC;92;181
47;TC;94;194
48;TC;96;185
49;TC;98;201
50;TC;100;200
