test_id;test_param;test_param_value;test_time
1;TC;2;8
2;TC;4;9
3;TC;6;14
4;TC;8;17
5;TC;10;21
6;TC;12;24
7;TC;14;34
8;TC;16;41
9;TC;18;49
10;TC;20;56
11;TC;22;58
12;TC;24;93
13;TC;26;87
14;TC;28;115
15;TC;30;114
16;TC;32;139
17;TC;34;154
18;TC;36;152
19;TC;38;192
20;TC;40;265
21;TC;42;314
22;TC;44;329
23;TC;46;422
24;TC;48;499
25;TC;50;566
26;TC;52;697
27;TC;54;815
28;TC;56;944
29;TC;58;1129
30;TC;60;1327
31;TC;62;1587
32;TC;64;1809
33;TC;66;2142
34;TC;68;2478
35;TC;70;2906
36;TC;72;3300
37;TC;74;3772
38;TC;76;4348
39;TC;78;5010
40;TC;80;5753
41;TC;82;6594
42;TC;84;7619
43;TC;86;8602
44;TC;88;9869
45;TC;90;11192
46;TC;92;12722
47;TC;94;14284
48;TC;96;16083
49;TC;98;18244
50;TC;100;19971
