test_id;test_param;test_param_value;test_time
1;TC;2;6
2;TC;4;9
3;TC;6;12
4;TC;8;14
5;TC;10;20
6;TC;12;22
7;TC;14;21
8;TC;16;25
9;TC;18;24
10;TC;20;26
11;TC;22;32
12;TC;24;31
13;TC;26;32
14;TC;28;32
15;TC;30;39
16;TC;32;44
17;TC;34;45
18;TC;36;46
19;TC;38;51
20;TC;40;52
21;TC;42;56
22;TC;44;57
23;TC;46;62
24;TC;48;65
25;TC;50;71
26;TC;52;73
27;TC;54;75
28;TC;56;80
29;TC;58;86
30;TC;60;89
31;TC;62;86
32;TC;64;87
33;TC;66;93
34;TC;68;101
35;TC;70;97
36;TC;72;100
37;TC;74;100
38;TC;76;107
39;TC;78;113
40;TC;80;126
41;TC;82;108
42;TC;84;113
43;TC;86;116
44;TC;88;125
45;TC;90;126
46;TC;92;138
47;TC;94;134
48;TC;96;140
49;TC;98;149
50;TC;100;156
