test_id;test_param;test_param_value;test_time
1;TC;2;1
2;TC;4;2
3;TC;6;2
4;TC;8;3
5;TC;10;4
6;TC;12;4
7;TC;14;4
8;TC;16;4
9;TC;18;6
10;TC;20;8
11;TC;22;7
12;TC;24;7
13;TC;26;8
14;TC;28;7
15;TC;30;5
16;TC;32;11
17;TC;34;11
18;TC;36;11
19;TC;38;12
20;TC;40;14
21;TC;42;15
22;TC;44;14
23;TC;46;14
24;TC;48;16
25;TC;50;18
26;TC;52;17
27;TC;54;18
28;TC;56;20
29;TC;58;19
30;TC;60;19
31;TC;62;21
32;TC;64;20
33;TC;66;20
34;TC;68;22
35;TC;70;23
36;TC;72;25
37;TC;74;25
38;TC;76;26
39;TC;78;25
40;TC;80;27
41;TC;82;26
42;TC;84;27
43;TC;86;30
44;TC;88;30
45;TC;90;30
46;TC;92;31
47;TC;94;32
48;TC;96;32
49;TC;98;36
50;TC;100;33
